FID;UNITNAME;AGEBRACKET;UNITTABLEL
128;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
129;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
130;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
131;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
132;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
133;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
134;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
135;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
136;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
137;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
138;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
139;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
140;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
141;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
142;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
143;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
144;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
145;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
146;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
147;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
148;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
149;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
150;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
151;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
152;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
153;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
154;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
155;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
156;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
157;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
158;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
159;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
160;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
161;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
162;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
163;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
164;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
165;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
166;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
167;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
168;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
169;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
170;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
171;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
172;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
173;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
174;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
175;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
176;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
177;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
178;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
179;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
180;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
181;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
182;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
183;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
184;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
185;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
186;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
187;Namurian shale, sandstone, siltstone & coal;Palaeozoic, Carboniferous, Pennsylvanian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_10.pdf
188;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
189;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
190;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
191;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
192;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
193;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
194;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
195;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
196;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
197;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
198;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
199;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
200;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
201;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
202;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
203;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
204;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
205;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
206;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
207;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
208;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
209;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
210;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
211;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
212;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
213;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
214;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
215;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
216;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
217;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
218;Ordovician volcanic rocks;Palaeozoic, Ordovician;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_04.pdf
219;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
220;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
221;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
222;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
223;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
224;Tournaisian sandstone, mudstone, limestone;Palaeozoic, Carboniferous, Mississippian;https://gsi.geodata.gov.ie/downloads/Bedrock/Books/Understanding_Earth_Processes_Rocks_and_Geology_Ireland/Chapter_08.pdf
